ticker,quarter,year,priceToEarning,priceToBook,valueBeforeEbitda,dividend,roe,roa,daysReceivable,daysInventory,daysPayable,ebitOnInterest,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,currentPayment,quickPayment,epsChange,ebitdaOnStock,grossProfitMargin,operatingProfitMargin,postTaxMargin,debtOnEquity,debtOnAsset,debtOnEbitda,shortOnLongDebt,assetOnEquity,capitalBalance,cashOnEquity,cashOnCapitalize,cashCirculation,revenueOnWorkCapital,capexOnFixedAsset,revenueOnAsset,postTaxOnPreTax,ebitOnRevenue,preTaxOnEbit,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,ebitdaOnStockChange,bookValuePerShareChange,creditGrowth
PNJ,1,2012,,,9.2,,0.21,0.089,1,23,2,3.8,1084.0,5269.0,,,,,,0.413,,,0.7,1.9,0.7,-0.001,6260,0.101,0.055,0.046,1.1,0.5,3.4,0.9,2.4,728,0.276,0.131,21,372.3,-0.369,5.9,1.3,0.055,1.1,,,,,,,,,1.3,,-0.045,0.096,
PNJ,4,2011,,,8.9,,0.228,0.092,1,18,3,2.6,1084.0,4810.0,,,,,,0.375,,,0.6,1.9,0.8,0.062,6555,0.058,0.019,0.015,1.2,0.5,3.0,0.6,2.7,759,0.405,0.197,16,505.3,-0.348,6.7,1.1,0.019,0.9,,,,,,,,,1.6,,0.201,-0.01,
PNJ,3,2011,,,9.7,,0.204,0.087,1,18,2,3.1,1021.0,4857.0,,,,,,0.351,,,0.6,1.6,0.8,-0.041,5458,0.03,0.016,0.008,1.4,0.5,3.7,1.1,2.8,678,0.376,0.188,17,374.5,-0.249,6.6,1.4,0.016,0.7,,,,,,,,,1.8,,-0.113,-0.01,
PNJ,2,2011,,,8.4,,0.218,0.096,1,18,2,2.2,1065.0,4906.0,,,,,,0.403,,,0.7,2.0,0.8,-0.034,6157,0.031,0.014,0.012,1.2,0.5,3.6,0.7,2.5,746,0.355,0.244,17,279.0,-0.446,6.3,1.2,0.014,1.0,,,,,,,,,1.4,,-0.007,0.013,
PNJ,1,2011,,,7.6,,0.234,0.104,1,19,3,6.6,1102.0,4841.0,,,,,,0.419,,,0.8,1.0,0.3,0.145,6198,0.06,0.035,0.025,1.0,0.4,3.1,28.4,2.4,-19,0.23,0.156,17,397.8,-0.419,6.5,1.3,0.035,0.9,,,,,,,,,1.3,,0.18,0.083,
PNJ,4,2010,,,10.8,,0.213,0.094,1,19,3,1.5,963.0,4471.0,,,,,,0.412,,,0.8,1.0,0.3,-0.063,5255,0.05,0.008,0.012,1.0,0.4,3.3,11.2,2.4,-59,0.315,0.146,17,393.3,-0.427,5.9,1.1,0.008,1.7,,,,,,,,,1.3,,-0.101,-0.085,
PNJ,3,2010,,,8.9,,0.218,0.114,1,17,2,3.6,1028.0,4888.0,,,,,,0.502,,,1.1,1.1,0.3,0.094,5844,0.026,0.013,0.013,0.7,0.4,2.4,19.1,2.0,80,0.178,0.099,16,358.1,-0.449,6.4,1.2,0.013,1.2,,,,,,,,,0.9,,-0.246,0.057,
PNJ,2,2010,,,10.3,,0.205,0.103,2,22,3,,939.0,4623.0,,,,,,0.464,,,0.9,1.1,0.5,0.1,7750,0.03,0.013,0.015,0.8,0.4,2.7,22.3,2.2,129,0.284,0.132,21,229.1,-0.249,4.6,1.2,0.013,1.4,,,,,,,,,1.1,,0.208,0.083,
PNJ,1,2010,,,12.6,,0.195,0.095,3,18,5,8.4,854.0,4269.0,,,,,,0.443,,,0.9,1.1,0.5,-0.056,6416,0.077,0.042,0.032,0.7,0.3,2.9,14.4,2.3,118,0.273,0.118,16,121.2,-0.021,3.6,1.3,0.042,1.0,,,,,,,,,1.1,,-0.124,0.014,
PNJ,4,2009,,,10.1,,0.214,0.106,1,23,4,4.1,904.0,4211.0,,,,,,0.437,,,0.9,1.1,0.5,0.037,7322,0.058,0.025,0.024,0.7,0.3,2.4,12.5,2.3,141,0.355,0.162,21,309.0,-0.036,5.3,1.3,0.025,1.3,,,,,,,,,1.1,,0.004,0.013,
PDR,3,2022,5.1,1.3,8.4,,0.296,0.095,1383,14822,193,-0.5,3225.0,12546.0,,,,,,0.327,,,0.7,1.9,0.7,0.053,3644,0.555,,64.575,0.5,0.2,1.8,0.7,3.1,9899,0.005,0.005,16012,0.3,-0.65,0.1,0.8,,-13.5,,,,,,,,,1.5,,-0.29,0.093,
PDR,2,2022,16.9,4.5,13.0,,0.309,0.097,831,6385,184,5.1,3061.0,11479.0,,,,,,0.328,,,0.6,1.8,0.6,0.085,5132,0.888,0.785,0.483,0.6,0.2,1.0,0.4,3.1,8693,0.068,0.018,7032,0.4,-0.756,0.2,0.8,0.785,0.8,,,,,,,,,1.7,,-0.104,0.056,
PDR,1,2022,23.3,6.0,15.5,,0.3,0.097,822,5525,33,4.6,2821.0,10869.0,,,,,,0.339,,,0.6,1.8,0.4,0.016,5726,0.841,0.737,0.451,0.6,0.2,1.3,0.3,2.9,7308,0.042,0.01,6314,0.4,-0.504,0.2,0.8,0.737,0.8,,,,,,,,,1.6,,0.004,0.035,
PDR,4,2021,25.2,6.7,18.2,,0.307,0.103,663,4580,20,14.6,2776.0,10502.0,,,,,,0.343,,,0.7,1.8,0.4,0.156,5701,0.909,0.842,0.613,0.4,0.2,1.1,0.3,2.9,6606,0.061,0.012,5223,0.6,-0.518,0.2,0.8,0.842,0.9,,,,,,,,,1.5,,0.139,0.14,
PDR,3,2021,25.0,6.5,21.8,,0.299,0.092,904,2756,75,21.0,2401.0,9208.0,,,,,,0.314,,,0.7,3.3,0.7,0.117,5006,0.675,0.627,0.48,0.3,0.1,1.0,0.3,3.2,10711,0.037,0.007,3585,0.4,-0.663,0.2,0.8,0.627,1.0,,,,,,,,,1.5,,0.118,0.109,
PDR,2,2021,31.9,8.2,25.2,,0.296,0.087,750,2111,43,12.6,2149.0,8307.0,,,,,,0.298,,,0.6,2.8,0.5,0.099,4479,0.754,0.664,0.468,0.2,0.1,0.9,0.5,3.4,9418,0.042,0.006,2818,0.5,-2.718,0.2,0.8,0.664,0.9,,,,,,,,,1.6,,-0.009,0.048,
PDR,1,2021,20.8,5.1,26.9,,0.28,0.085,767,1758,20,16.9,1955.0,7926.0,,,,,,0.307,,,0.7,3.3,0.6,0.077,4519,0.657,0.576,0.43,0.3,0.1,1.3,1.5,3.3,9170,0.001,0.0,2505,0.5,-15.672,0.3,0.8,0.576,0.9,,,,,,,,,1.5,,0.035,0.044,
PDR,4,2020,16.9,4.0,23.6,,0.26,0.082,617,1459,25,48.5,1815.0,7595.0,,,,,,0.327,,,0.5,2.5,0.4,0.026,4366,0.51,0.458,0.355,0.4,0.1,1.3,2.9,3.1,6550,0.01,0.002,2051,0.6,-18.277,0.3,0.8,0.458,1.0,,,,,,,,,2.0,,-0.004,0.109,
PDR,3,2020,12.2,3.1,16.1,,0.282,0.086,819,1746,21,58.6,1769.0,6850.0,,,,,,0.298,,,0.5,3.0,0.6,0.306,4384,0.485,0.433,0.334,0.4,0.1,1.3,3.1,3.4,8132,0.009,0.002,2544,0.4,-42.84,0.3,0.8,0.433,1.0,,,,,,,,,1.9,,0.32,0.105,
PDR,2,2020,9.9,2.2,14.2,,0.232,0.071,955,2019,26,,1354.0,6199.0,,,,,,0.291,,,0.4,2.6,0.7,0.037,3321,0.386,0.286,0.219,0.5,0.2,1.5,3.5,3.4,6408,0.071,0.021,2947,0.4,-69.463,0.2,0.8,0.286,1.0,,,,,,,,,2.4,,-0.112,0.025,
PDR,1,2020,9.4,2.0,10.2,,0.228,0.075,1054,2367,26,,1306.0,6047.0,,,,,,0.302,,,0.4,3.5,0.8,-0.262,3739,0.396,0.314,0.251,0.5,0.2,1.0,1.2,3.3,7088,0.01,0.004,3395,0.3,-50.98,0.2,0.8,0.314,1.0,,,,,,,,,2.3,,0.001,-0.306,
PDR,4,2019,10.0,2.0,8.9,,0.225,0.07,91,1162,30,,1770.0,8716.0,,,,,,0.307,,,0.5,3.1,0.8,0.246,3735,0.654,0.574,0.454,0.5,0.2,1.0,1.3,3.3,6665,0.148,0.079,1223,4.0,-52.975,0.3,1.3,0.574,1.0,,,,,,,,,2.2,,0.268,0.122,
PDR,3,2019,11.8,2.2,11.5,,0.201,0.059,59,820,14,,1421.0,7766.0,,,,,,0.311,,,0.5,5.9,1.4,0.086,2945,0.635,0.504,0.406,0.5,0.2,1.7,0.5,3.2,7719,0.059,0.027,865,6.1,-1.392,0.3,1.3,0.504,1.0,,,,,,,,,2.2,,0.338,0.043,
PDR,2,2019,12.8,2.3,15.0,,0.192,0.057,68,779,20,,1307.0,7442.0,,,,,,0.323,,,0.5,7.5,2.3,0.0,2201,0.61,0.435,0.335,0.4,0.1,1.7,0.6,3.1,7263,0.053,0.023,826,5.4,-1.328,0.3,1.3,0.435,1.0,,,,,,,,,2.0,,-0.052,0.004,
PDR,1,2019,11.4,2.0,15.3,,0.195,0.063,75,742,45,,1307.0,7409.0,,,,,,0.364,,,0.6,9.5,2.8,-0.011,2321,0.134,0.113,0.09,0.0,0.0,0.5,,2.7,6336,0.005,0.002,773,4.8,-2.139,0.3,1.3,0.113,1.0,,,,,,,,,1.7,,0.007,0.047,
PDR,4,2018,10.1,1.9,15.1,,0.205,0.061,89,1488,61,,1322.0,7080.0,,,,,,0.312,,,0.5,10.2,2.8,0.163,2305,0.235,0.214,0.176,0.0,0.0,0.0,,3.2,7259,0.054,0.025,1516,4.1,-2.018,0.2,1.2,0.214,1.0,,,,,,,,,2.1,,1.141,0.095,
PDR,3,2018,12.7,2.2,29.5,,0.192,0.052,240,8570,-59,,1137.0,6468.0,,,,,,0.275,,,0.4,5.8,1.2,-0.017,1077,0.503,-4.299,21.634,0.3,0.1,6.3,,3.6,6826,0.014,0.007,8869,1.5,-1.729,0.1,1.0,-4.299,-5.0,,,,,,,,,2.6,,-0.379,0.034,
PDR,2,2018,13.9,2.6,20.1,,0.203,0.054,143,4150,-67,,1156.0,6255.0,,,,,,0.272,,,0.4,5.8,1.1,0.013,1734,0.801,0.455,1.43,0.3,0.1,3.9,,3.7,6616,0.005,0.002,4360,2.5,-1.349,0.1,1.1,0.455,3.3,,,,,,,,,2.6,,-0.261,0.03,
PDR,1,2018,15.6,2.9,14.3,,0.206,0.056,102,3015,-87,,1142.0,6075.0,,,,,,0.279,,,0.4,5.6,1.7,0.241,2346,0.602,0.495,0.4,0.1,0.0,3.6,,3.6,7363,0.003,0.002,3204,3.6,-1.755,0.2,1.2,0.495,1.0,,,,,,,,,2.6,,0.372,0.043,
PDR,4,2017,16.9,2.7,26.5,,0.171,0.047,80,3029,-86,,920.0,5823.0,,,,,,0.285,,,0.4,6.7,1.0,0.082,1710,0.45,0.276,0.894,0.0,0.0,4.5,,3.5,6105,0.051,0.016,3196,4.5,-2.871,0.1,1.2,0.276,4.0,,,,,,,,,2.5,,-0.343,0.079,
PDR,3,2017,15.6,2.5,18.9,,0.167,0.043,61,1611,23,,850.0,5396.0,,,,,,0.267,,,0.4,3.3,0.6,0.335,2601,0.371,0.278,0.226,0.9,0.2,5.0,0.0,3.7,6265,0.06,0.019,1649,6.0,79.749,0.2,1.3,0.278,1.0,,,,,,,,,2.7,,0.403,0.045,
PDR,2,2017,19.1,2.4,23.9,,0.128,0.034,86,1972,22,-960.3,637.0,5163.0,,,,,,0.264,,,0.4,3.5,0.5,0.186,1854,0.38,0.267,0.211,0.9,0.2,7.2,0.0,3.8,6167,0.045,0.016,2035,4.3,84.892,0.2,1.3,0.267,1.0,,,,,,,,,2.8,,0.131,0.033,
PDR,1,2017,13.0,1.4,26.5,,0.111,0.03,97,2191,23,74.3,537.0,4998.0,,,,,,0.261,,,0.4,4.5,0.5,0.081,1640,0.394,0.265,0.219,1.3,0.3,9.5,0.1,3.8,6557,0.12,0.05,2265,3.8,-12.999,0.2,1.3,0.265,1.0,,,,,,,,,2.8,,0.074,0.012,
PDR,4,2016,10.4,1.1,25.8,,0.104,0.029,90,2228,19,508.9,497.0,4937.0,,,,,,0.267,,,0.4,4.8,0.4,0.644,1527,0.24,0.199,0.137,1.3,0.4,9.7,0.2,3.7,6386,0.062,0.031,2299,4.0,-7.746,0.2,1.3,0.199,0.9,,,,,,,,,2.7,,4.369,0.031,
PDR,3,2016,16.3,1.0,104.9,,0.065,0.018,439,14305,30,-40.7,302.0,4787.0,,,,,,0.249,,,0.3,3.6,0.4,-0.08,284,0.737,-5.702,3.395,1.4,0.4,51.5,0.2,4.0,5845,0.021,0.018,14714,0.8,-793.766,0.0,1.3,-5.702,-0.7,,,,,,,,,3.0,,-0.552,0.004,
PDR,2,2016,16.1,1.1,57.7,,0.083,0.021,315,9571,24,60.8,329.0,4766.0,,,,,,0.259,,,0.4,4.1,0.4,0.011,634,0.422,0.329,0.262,1.4,0.4,29.8,0.2,3.9,5851,0.032,0.026,9863,1.2,-858.312,0.1,1.3,0.329,1.0,,,,,,,,,2.9,,0.011,0.014,
PDR,1,2016,17.5,1.2,56.6,,0.084,0.022,291,8889,39,81.1,325.0,4700.0,,,,,,0.283,,,0.4,4.4,0.5,0.003,627,0.444,0.323,0.255,1.3,0.4,28.2,0.2,3.5,5604,0.006,0.005,9141,1.3,-0.693,0.1,1.3,0.323,1.0,,,,,,,,,2.5,,0.004,0.006,
PDR,4,2015,15.7,1.1,54.8,,0.084,0.023,220,8148,48,4.7,324.0,4671.0,,,,,,0.303,,,0.4,4.5,0.4,0.406,625,0.257,0.035,1.545,1.2,0.4,26.2,0.2,3.3,5148,0.014,0.01,8321,1.7,-0.321,0.1,1.3,0.035,56.8,,,,,,,,,2.3,,-0.286,0.036,
PDR,3,2015,23.9,1.2,34.7,,0.062,0.017,110,4190,62,78.7,230.0,4508.0,,,,,,0.304,,,0.4,4.3,0.5,0.161,876,0.367,0.257,0.199,1.2,0.4,18.4,0.3,3.3,4997,0.075,0.064,4238,3.3,-1.147,0.1,1.3,0.257,1.0,,,,,,,,,2.3,,-0.089,0.444,
PDR,2,2015,29.6,1.9,44.6,,0.066,0.016,95,4446,28,104.3,198.0,3123.0,,,,,,0.231,,,0.3,4.0,0.4,0.456,961,0.397,0.304,0.236,2.0,0.5,22.8,0.4,4.3,4683,0.043,0.024,4512,3.9,-0.138,0.1,1.3,0.304,1.0,,,,,,,,,3.3,,0.456,0.02,
PDR,1,2015,40.3,1.8,74.8,,0.046,0.011,107,5057,28,84.2,136.0,3060.0,,,,,,0.237,,,0.3,4.2,0.3,0.585,660,0.37,0.304,0.239,1.9,0.4,32.5,0.3,4.2,4519,0.044,0.018,5136,3.4,-0.037,0.1,1.3,0.304,1.0,,,,,,,,,3.2,,0.577,0.015,
PDR,4,2014,,,90.9,,0.029,0.007,112,5725,30,113.2,86.0,3016.0,,,,,,0.242,,,0.3,3.7,0.2,3.268,418,0.157,0.135,0.105,1.9,0.4,50.4,0.5,4.1,4165,0.005,0.004,5806,3.3,-0.027,0.1,1.3,0.135,1.0,,,,,,,,,3.1,,3.923,0.023,
PDR,3,2014,,,427.1,,0.007,0.002,464,26734,23,25.8,20.0,2948.0,,,,,,0.234,,,0.3,3.6,0.2,2.585,85,0.304,0.19,0.149,1.9,0.4,249.3,0.4,4.3,4192,0.009,0.007,27175,0.8,-0.014,0.0,1.3,0.19,1.0,,,,,,,,,3.3,,4.14,0.005,
PDR,2,2014,,,1977.8,,0.002,0.0,580,47483,14,0.9,5.0,2932.0,,,,,,0.244,,,0.3,4.1,0.1,-0.074,17,0.283,0.015,0.015,1.9,0.5,1281.4,0.4,4.1,4198,0.003,0.003,48049,0.6,-0.014,0.0,1.3,0.015,1.3,,,,,,,,,3.1,,-0.216,0.0,
PDR,1,2014,,,1553.2,,0.002,0.001,874,75852,16,0.2,6.0,2932.0,,,,,,0.247,,,0.3,6.8,0.3,0.02,21,0.299,0.004,0.012,1.9,0.5,1012.5,0.1,4.0,4673,0.004,0.004,76710,0.4,-0.019,0.0,1.3,0.004,4.3,,,,,,,,,3.0,,1.33,0.0,
PDR,4,2013,,,3898.6,,0.002,0.001,1045,147773,9,,5.0,2933.0,,,,,,0.253,,,0.3,8.2,0.3,-0.438,9,0.601,-0.008,0.114,1.9,0.5,2353.5,0.1,4.0,4704,0.005,0.004,148810,0.3,-0.021,0.0,1.3,-0.008,-18.7,,,,,,,,,3.0,,-0.65,0.001,
PDR,3,2013,,,1292.5,,0.004,0.001,727,55261,2,2.2,10.0,2931.0,,,,,,0.257,,,0.3,3.6,0.1,0.018,26,0.644,0.076,0.061,1.9,0.5,831.0,0.4,3.9,3775,0.007,0.006,55986,0.5,-0.041,0.0,1.3,0.076,1.1,,,,,,,,,2.9,,-0.265,0.0,
PDR,2,2013,,,946.0,,0.004,0.001,591,34017,9,2.1,10.0,2930.0,,,,,,0.263,,,0.4,3.7,0.2,0.033,35,0.826,0.092,0.066,1.9,0.5,605.9,0.4,3.8,3744,0.002,0.002,34600,0.6,-0.048,0.0,1.3,0.092,1.0,,,,,,,,,2.8,,-0.147,0.0,
PDR,1,2013,,,840.9,,0.003,0.001,529,29483,7,-4.3,10.0,2929.0,,,,,,0.268,,,0.4,3.3,0.2,-0.027,41,0.797,-0.234,0.026,1.9,0.5,506.6,0.5,3.7,3489,0.004,0.003,30006,0.7,-0.039,0.0,1.3,-0.234,-0.1,,,,,,,,,2.7,,-0.367,0.0,
PDR,4,2012,,,628.9,,0.004,0.001,452,25657,5,5.2,10.0,2929.0,,,,,,0.28,,,0.4,4.4,0.2,-0.369,65,0.325,0.055,0.102,1.9,0.5,311.9,0.2,3.6,3709,0.007,0.004,26105,0.8,-0.042,0.0,1.3,0.055,2.5,,,,,,,,,2.6,,-1.768,0.002,
PDR,3,2012,,,-392.5,,0.006,0.002,652,29908,2,2.2,16.0,2922.0,,,,,,0.283,,,0.4,4.6,0.2,38.746,-85,0.329,0.058,0.018,2.0,0.6,-233.6,0.2,3.5,3700,0.004,0.004,30558,0.6,-0.008,0.0,1.3,0.058,0.4,,,,,,,,,2.5,,-0.448,0.0,
PDR,2,2012,,,-220.0,,0.0,0.0,1343,52952,4,1.1,0.0,2921.0,,,,,,0.285,,,0.4,4.6,0.3,-0.991,-154,0.606,0.089,0.024,2.0,0.6,-130.8,0.2,3.5,3681,0.007,0.005,54291,0.3,-0.022,0.0,1.0,0.089,0.3,,,,,,,,,2.5,,-4.692,0.0,
PDR,1,2012,,,824.4,,0.015,0.005,321,13944,7,1.2,44.0,2921.0,,,,,,0.301,,,0.4,6.7,0.4,2.12,42,0.586,0.082,0.018,1.9,0.6,452.2,0.1,3.3,3767,0.001,0.001,14257,1.1,-0.027,0.0,1.0,0.082,0.2,,,,,,,,,2.3,,-1.664,0.001,
PDR,4,2011,,,-541.1,,0.005,0.002,346,14081,19,-12.6,14.0,2919.0,,,,,,0.307,,,0.4,12.2,0.9,-0.957,-63,-0.794,-2.381,0.871,1.8,0.5,-261.6,0.0,3.3,3984,0.041,0.028,14408,1.1,-0.044,0.0,1.1,-2.381,-0.4,,,,,,,,,2.3,,-1.036,0.005,
PDR,3,2011,,,24.1,,0.111,0.041,67,4074,3,-4.1,335.0,2903.0,,,,,,0.319,,,0.5,13.1,0.8,-0.075,1758,0.877,-7.547,-7.024,1.7,0.5,9.0,0.0,3.1,3691,0.008,0.004,4137,5.5,-0.04,0.2,1.3,-7.547,1.2,,,,,,,,,2.1,,-0.08,-0.005,
PDR,2,2011,,,21.7,,0.12,0.046,64,2922,6,24.6,362.0,2919.0,,,,,,0.332,,,0.5,8.7,0.6,-0.338,1911,0.33,0.224,0.189,1.7,0.6,8.1,0.0,3.0,3399,0.008,0.004,2980,5.7,-0.05,0.2,1.1,0.224,1.0,,,,,,,,,2.0,,-0.315,0.006,
VGT,3,2022,5.8,0.6,7.0,,0.119,0.046,51,71,25,1.8,1879.0,18261.0,,,,,,0.431,,,0.8,1.4,0.9,-0.07,3740,0.107,0.035,0.025,0.8,0.4,4.0,1.3,2.3,2811,0.074,0.13,96,7.2,-0.088,0.9,0.6,0.035,1.3,,,,,,,,,1.2,,-0.034,0.3,
VGT,2,2022,8.9,1.3,8.0,,0.149,0.05,47,76,33,6.3,2019.0,14044.0,,,,,,0.331,,,0.8,1.3,0.8,0.055,3873,0.153,0.091,0.071,0.8,0.4,3.7,1.3,3.0,2561,0.06,0.092,90,7.7,-0.111,0.9,0.6,0.091,1.4,,,,,,,,,1.2,,0.144,0.019,
VGT,1,2022,14.0,1.9,10.8,,0.145,0.05,48,65,28,4.1,1914.0,13779.0,,,,,,0.342,,,0.8,1.4,0.9,0.117,3385,0.123,0.044,0.041,0.8,0.4,4.3,1.2,2.9,2461,0.048,0.049,84,7.7,-0.152,0.9,0.5,0.044,1.7,,,,,,,,,1.2,,0.041,-0.217,
VGT,4,2021,15.2,1.5,11.6,,0.116,0.045,52,73,36,5.4,1713.0,17605.0,,,,,,0.437,,,0.9,1.4,0.9,0.322,3252,0.152,0.061,0.058,0.7,0.3,4.2,1.0,2.3,2653,0.068,0.061,90,7.0,-0.154,0.9,0.6,0.061,1.6,,,,,,,,,1.2,,0.145,0.309,
VGT,3,2021,14.8,1.4,14.6,,0.101,0.035,55,75,32,3.3,1295.0,13453.0,,,,,,0.347,,,0.8,1.4,1.0,0.223,2840,0.126,0.049,0.046,0.8,0.4,5.0,0.9,2.9,2515,0.086,0.063,98,6.7,-0.131,0.8,0.6,0.049,1.6,,,,,,,,,1.2,,0.183,0.028,
VGT,2,2021,17.9,1.4,16.1,,0.083,0.028,56,90,42,4.5,1059.0,13085.0,,,,,,0.346,,,0.8,1.4,0.9,0.981,2401,0.155,0.069,0.077,0.8,0.4,6.1,0.9,2.9,2274,0.049,0.039,104,6.5,-0.108,0.7,0.7,0.069,1.6,,,,,,,,,1.2,,0.227,0.04,
VGT,1,2021,32.3,1.4,17.4,,0.042,0.014,59,83,37,1.8,534.0,12582.0,,,,,,0.342,,,0.8,1.4,1.0,-0.05,1958,0.114,0.032,0.029,0.9,0.4,7.9,0.9,2.9,2125,0.053,0.053,105,6.2,-0.112,0.7,0.5,0.032,2.0,,,,,,,,,1.2,,-0.007,0.045,
VGT,4,2020,17.5,0.8,16.0,,0.047,0.015,50,86,39,1.3,562.0,12040.0,,,,,,0.341,,,0.8,1.4,0.9,-0.261,1972,0.101,0.021,0.022,0.9,0.4,7.8,0.9,2.9,1956,0.057,0.061,97,7.3,-0.121,0.7,0.4,0.021,2.4,,,,,,,,,1.2,,0.118,-0.005,
VGT,3,2020,10.2,0.6,19.1,,0.063,0.02,46,85,29,0.3,761.0,12103.0,,,,,,0.342,,,0.8,1.4,0.8,-0.116,1764,0.083,0.007,0.021,0.9,0.4,9.4,0.8,2.9,1902,0.063,0.059,101,8.0,-0.109,0.8,0.5,0.007,5.9,,,,,,,,,1.2,,0.113,-0.034,
VGT,2,2020,8.3,0.6,16.4,,0.071,0.022,42,92,31,-0.1,861.0,12527.0,,,,,,0.337,,,0.8,1.3,0.8,-0.165,1586,0.086,,0.007,0.9,0.4,11.3,1.0,3.0,2029,0.065,0.125,103,8.7,-0.103,0.8,0.2,,-13.6,,,,,,,,,1.3,,-0.096,-0.006,
VGT,1,2020,5.3,0.4,14.8,,0.082,0.025,45,79,26,1.0,1031.0,12609.0,,,,,,0.326,,,0.7,1.3,0.9,-0.005,1755,0.092,0.025,0.029,1.0,0.4,10.6,1.1,3.1,2225,0.071,0.161,97,8.2,-0.05,0.9,0.7,0.025,1.7,,,,,,,,,1.4,,0.034,0.046,
VGT,4,2019,7.7,0.7,17.4,,0.086,0.025,43,87,28,0.6,1037.0,12059.0,,,,,,0.307,,,0.6,1.3,0.8,0.399,1698,0.073,0.013,0.032,1.1,0.4,11.2,1.1,3.3,1892,0.054,0.107,102,8.4,-0.068,0.9,1.1,0.013,2.9,,,,,,,,,1.6,,0.073,-0.006,
VGT,3,2019,11.5,0.7,19.2,,0.061,0.017,46,87,25,0.0,741.0,12136.0,,,,,,0.294,,,0.6,1.3,0.7,-0.031,1582,0.079,0.0,0.029,1.2,0.5,12.6,1.1,3.4,2050,0.055,0.102,109,7.9,-0.207,0.9,1.6,0.0,-991.3,,,,,,,,,1.6,,-0.317,0.021,
VGT,2,2019,13.5,0.9,13.7,,0.064,0.018,46,89,23,0.7,764.0,11884.0,,,,,,0.281,,,0.6,1.2,0.7,-0.148,2316,0.091,0.021,0.022,1.3,0.5,9.1,1.3,3.6,1797,0.076,0.136,111,7.9,-0.218,0.9,1.6,0.021,1.7,,,,,,,,,1.7,,-0.167,-0.046,
VGT,1,2019,12.4,0.9,11.5,,0.072,0.021,42,81,22,0.4,897.0,12460.0,,,,,,0.288,,,0.6,1.3,0.8,0.021,2779,0.077,0.009,0.026,1.3,0.5,7.3,1.2,3.5,2269,0.123,0.219,102,8.6,-0.197,0.9,1.7,0.009,4.9,,,,,,,,,1.6,,0.07,0.026,
VGT,4,2018,10.7,0.8,12.6,,0.073,0.02,43,88,24,0.3,878.0,12139.0,,,,,,0.276,,,0.6,1.2,0.7,-0.109,2597,0.076,-0.008,0.006,1.3,0.5,7.8,1.2,3.6,2039,0.195,0.272,107,8.4,-0.258,0.9,2.2,-0.008,-1.7,,,,,,,,,1.8,,0.05,0.003,
VGT,3,2018,11.9,1.0,13.3,,0.082,0.023,47,81,23,1.6,986.0,12107.0,,,,,,0.274,,,0.6,1.3,0.8,0.041,2474,0.104,0.038,0.026,1.3,0.5,8.3,1.0,3.7,2152,0.217,0.296,105,7.8,-0.262,0.9,1.7,0.038,1.2,,,,,,,,,1.8,,0.17,0.018,
VGT,2,2018,9.8,0.8,12.4,,0.081,0.022,47,84,24,1.7,947.0,11888.0,,,,,,0.271,,,0.5,1.2,0.7,0.226,2115,0.101,0.039,0.035,1.4,0.5,9.8,1.1,3.7,2005,0.224,0.419,106,7.8,-0.301,0.9,1.8,0.039,1.6,,,,,,,,,1.8,,0.316,-0.046,
VGT,1,2018,16.8,1.0,16.0,,0.063,0.019,47,76,26,0.7,773.0,12458.0,,,,,,0.293,,,0.6,1.3,0.8,0.087,1607,0.095,0.016,0.024,1.2,0.5,12.1,1.0,3.4,2208,0.197,0.361,97,7.8,-0.421,0.9,1.9,0.016,2.9,,,,,,,,,1.6,,-0.055,0.034,
VGT,4,2017,13.4,0.8,17.7,,0.059,0.017,47,75,28,-0.5,710.0,12052.0,,,,,,0.287,,,0.6,1.3,0.8,-0.083,1700,0.085,-0.014,0.019,1.3,0.5,11.0,0.9,3.5,2166,0.191,0.229,94,7.8,-0.345,0.9,1.6,-0.014,-2.1,,,,,,,,,1.7,,-0.128,0.018,
VGT,3,2017,12.4,0.8,17.3,,0.066,0.019,50,69,24,0.6,774.0,11837.0,,,,,,0.283,,,0.6,1.3,0.8,0.03,1949,0.079,0.01,0.023,1.3,0.5,9.5,0.9,3.5,2078,0.21,0.192,95,7.3,-0.324,0.9,2.1,0.01,4.7,,,,,,,,,1.7,,-0.055,0.021,
VGT,2,2017,12.0,0.8,13.4,,0.065,0.019,48,77,25,1.1,752.0,11598.0,,,,,,0.279,,,0.6,1.2,0.8,0.08,2063,0.107,0.024,0.019,1.3,0.5,9.0,0.9,3.6,1920,0.226,0.303,100,7.6,-0.332,0.8,2.5,0.024,2.0,,,,,,,,,1.8,,0.269,-0.036,
