ticker,quarter,year,revenue,yearRevenueGrowth,quarterRevenueGrowth,costOfGoodSold,grossProfit,operationExpense,operationProfit,yearOperationProfitGrowth,quarterOperationProfitGrowth,interestExpense,preTaxProfit,postTaxProfit,shareHolderIncome,yearShareHolderIncomeGrowth,quarterShareHolderIncomeGrowth,investProfit,serviceProfit,otherProfit,provisionExpense,operationIncome,ebitda
KDH,3,2012,23,-0.648,-0.407,-5,19,-8.0,10.0,-0.531,2.78,-7,6,1,0,-0.965,,,,,,,11.0
KDH,2,2012,39,-0.705,0.787,-34,5,-2.0,3.0,-0.885,-0.733,-6,3,0,0,,,,,,,,4.0
KDH,1,2012,22,-0.789,,-3,19,-8.0,10.0,-0.593,,-12,3,1,1,-0.921,,,,,,,12.0
KDH,4,2011,-74,,,55,-19,-24.0,-43.0,,,-43,-25,-17,-11,,,,,,,,
KDH,3,2011,66,-0.645,-0.503,-37,30,-7.0,22.0,-0.67,-0.076,-16,12,9,8,-0.82,-0.273,,,,,,
KDH,2,2011,133,-0.492,0.28,-99,34,-10.0,24.0,-0.735,-0.053,-16,12,3,11,-0.78,-0.013,,,,,,24.0
KDH,1,2011,104,0.234,-0.567,-68,36,-11.0,25.0,-0.443,-0.577,-11,22,16,11,-0.658,-0.782,,,,,,28.0
KDH,4,2010,240,3.334,0.289,-166,73,-13.0,60.0,0.775,-0.109,-4,82,53,50,1.361,0.151,,,,,,
KDH,3,2010,186,2.072,-0.289,-96,90,-23.0,67.0,1.039,-0.259,-7,87,66,44,0.584,-0.11,,,,,,73.0
KDH,2,2010,262,,2.108,-162,100,-9.0,91.0,,0.99,-6,97,76,49,,0.532,,,,,,93.0
KDH,1,2010,84,,0.522,-31,53,-7.0,46.0,,0.351,-3,43,32,32,,0.504,,,,,,47.0
KDH,4,2009,55,,-0.087,-16,39,-5.0,34.0,,0.023,-2,29,21,21,,-0.228,,,,,,
KDH,3,2009,61,,,-24,37,-4.0,33.0,,,-2,36,27,28,,,,,,,,
DRC,3,2022,1353,0.456,0.178,-1124,229,-117.0,111.0,1.589,0.077,-5,96,77,77,1.286,-0.079,,,,,,111.0
DRC,2,2022,1148,-0.047,-0.106,-943,205,-101.0,104.0,-0.238,0.168,-4,105,84,84,-0.212,0.272,,,,,,104.0
DRC,1,2022,1284,0.407,-0.037,-1084,200,-111.0,89.0,0.034,-0.227,-3,82,66,66,0.033,-0.247,,,,,,89.0
DRC,4,2021,1333,0.203,0.435,-1113,221,-106.0,115.0,-0.236,1.662,-3,110,87,87,-0.202,1.592,,,,,,115.0
DRC,3,2021,929,-0.018,-0.229,-795,134,-91.0,43.0,-0.507,-0.683,-2,42,34,34,-0.453,-0.682,,,,,,43.0
DRC,2,2021,1205,0.527,0.32,-978,226,-91.0,136.0,1.041,0.585,-2,133,106,106,1.213,0.667,,,,,,136.0
DRC,1,2021,912,0.136,-0.177,-746,166,-80.0,86.0,0.258,-0.429,-3,80,64,64,0.701,-0.418,,,,,,86.0
DRC,4,2020,1108,0.145,0.17,-889,219,-69.0,150.0,0.282,0.715,-2,137,110,110,0.358,0.777,,,,,,150.0
DRC,3,2020,947,-0.025,0.2,-802,145,-57.0,87.0,-0.253,0.314,-4,77,62,62,-0.247,0.285,,,,,,87.0
DRC,2,2020,789,-0.28,-0.018,-672,117,-51.0,67.0,-0.385,-0.023,-5,60,48,48,-0.325,0.281,,,,,,67.0
DRC,1,2020,803,-0.025,-0.17,-685,118,-50.0,68.0,0.679,-0.418,-9,47,37,37,1.218,-0.536,,,,,,68.0
DRC,4,2019,968,-0.032,-0.003,-797,170,-53.0,117.0,0.913,-0.001,-8,101,81,81,1.475,-0.014,,,,,,117.0
DRC,3,2019,971,0.09,-0.115,-808,162,-45.0,117.0,0.746,0.083,-9,102,82,82,1.643,0.15,,,,,,183.0
DRC,2,2019,1096,0.182,0.331,-938,159,-50.0,108.0,0.189,1.666,-10,89,71,71,0.307,3.212,,,,,,39.0
DRC,1,2019,824,0.123,-0.176,-744,80,-40.0,41.0,0.007,-0.337,-12,21,17,17,-0.186,-0.482,,,,,,109.0
DRC,4,2018,999,-0.027,0.122,-890,109,-48.0,61.0,0.015,-0.088,-13,42,33,33,0.049,0.053,,,,,,130.0
DRC,3,2018,890,0.014,-0.04,-782,109,-42.0,67.0,0.406,-0.263,-14,39,31,31,0.223,-0.431,,,,,,134.0
DRC,2,2018,928,0.074,0.264,-795,132,-42.0,91.0,0.463,1.259,-13,68,54,54,0.568,1.623,,,,,,158.0
DRC,1,2018,734,-0.185,-0.286,-657,76,-36.0,40.0,-0.609,-0.332,-10,26,21,21,-0.706,-0.333,,,,,,105.0
DRC,4,2017,1027,0.104,0.17,-906,121,-61.0,60.0,-0.597,0.264,-10,45,31,31,-0.726,0.228,,,,,,122.0
DRC,3,2017,878,0.104,0.017,-780,98,-51.0,48.0,-0.601,-0.233,-10,32,25,25,-0.696,-0.27,,,,,,109.0
DRC,2,2017,864,-0.027,-0.041,-752,112,-50.0,62.0,-0.587,-0.396,-12,43,35,35,-0.685,-0.509,,,,,,124.0
DRC,1,2017,900,0.207,-0.032,-768,132,-29.0,103.0,-0.148,-0.311,-11,88,71,71,-0.201,-0.376,,,,,,165.0
DRC,4,2016,930,0.088,0.17,-738,192,-43.0,149.0,-0.155,0.251,-10,142,113,113,-0.103,0.361,,,,,,210.0
DRC,3,2016,795,0.012,-0.105,-644,151,-31.0,119.0,-0.198,-0.207,-10,104,83,83,-0.019,-0.245,,,,,,181.0
DRC,2,2016,888,-0.025,0.19,-686,202,-51.0,151.0,-0.122,0.246,-11,138,110,110,-0.052,0.248,,,,,,211.0
DRC,1,2016,746,-0.027,-0.128,-593,153,-33.0,121.0,-0.148,-0.317,-10,110,88,88,0.009,-0.3,,,,,,183.0
DRC,4,2015,855,-0.065,0.088,-639,216,-39.0,177.0,0.093,0.188,-13,162,126,126,0.231,0.487,,,,,,239.0
DRC,3,2015,786,-0.007,-0.137,-611,175,-26.0,149.0,0.399,-0.132,-13,109,85,85,0.314,-0.27,,,,,,149.0
DRC,2,2015,911,0.05,0.188,-674,236,-65.0,171.0,0.042,0.209,-15,149,116,116,0.172,0.327,,,,,,248.0
DRC,1,2015,766,0.13,-0.162,-594,172,-30.0,142.0,0.0,-0.123,-14,112,88,88,0.021,-0.146,,,,,,188.0
DRC,4,2014,914,0.156,0.155,-646,269,-107.0,162.0,-0.017,0.52,-18,132,102,102,0.067,0.587,,,,,,162.0
DRC,3,2014,792,0.257,-0.088,-632,159,-53.0,106.0,-0.217,-0.354,-19,83,65,65,-0.286,-0.349,,,,,,106.0
DRC,2,2014,868,0.126,0.28,-665,202,-38.0,165.0,0.051,0.16,-25,127,99,99,-0.103,0.157,,,,,,165.0
DRC,1,2014,678,0.115,-0.143,-504,174,-32.0,142.0,0.235,-0.138,-22,110,86,86,0.097,-0.107,,,,,,142.0
DRC,4,2013,791,0.2,0.256,-585,206,-41.0,165.0,0.17,0.212,-26,128,96,96,0.013,0.062,,,,,,165.0
DRC,3,2013,630,-0.033,-0.182,-462,168,-32.0,136.0,0.283,-0.133,-11,121,90,90,0.225,-0.183,,,,,,136.0
DRC,2,2013,770,-0.007,0.267,-574,196,-40.0,157.0,0.295,0.364,-1,148,111,111,0.282,0.416,,,,,,157.0
DRC,1,2013,608,-0.13,-0.078,-462,146,-31.0,115.0,0.354,-0.184,-1,104,78,78,0.355,-0.175,,,,,,115.0
DRC,4,2012,659,-0.029,0.012,-469,190,-49.0,141.0,0.465,0.329,-1,126,95,95,0.606,0.284,,,,,,141.0
DRC,3,2012,651,-0.042,-0.16,-516,135,-29.0,106.0,0.774,-0.125,-1,98,74,74,0.923,-0.145,,,,,,106.0
DRC,2,2012,776,0.088,0.11,-618,158,-37.0,121.0,0.308,0.427,-1,115,86,86,0.451,0.496,,,,,,121.0
DRC,1,2012,699,0.216,0.029,-587,111,-27.0,85.0,0.262,-0.117,-6,77,58,58,0.419,-0.022,,,,,,85.0
DRC,4,2011,679,0.047,-0.002,-556,123,-27.0,96.0,0.107,0.609,-5,79,59,59,-0.002,0.537,,,,,,96.0
DRC,3,2011,680,0.255,-0.046,-597,83,-23.0,60.0,0.057,-0.355,-3,51,38,38,0.011,-0.354,,,,,,60.0
DRC,2,2011,713,0.315,0.241,-591,122,-29.0,93.0,0.278,0.377,-4,79,59,59,0.227,0.462,,,,,,93.0
DRC,1,2011,575,0.345,-0.114,-486,89,-21.0,67.0,-0.126,-0.225,-4,54,41,41,-0.184,-0.312,,,,,,80.0
DRC,4,2010,648,0.347,0.196,-534,114,-28.0,87.0,-0.163,0.536,-3,79,59,59,-0.364,0.557,,,,,,
DRC,3,2010,542,0.179,0.0,-465,77,-21.0,56.0,-0.567,-0.221,-1,51,38,38,-0.69,-0.216,,,,,,56.0
DRC,2,2010,542,0.062,0.269,-450,93,-20.0,72.0,-0.538,-0.059,-2,65,48,48,-0.663,-0.028,,,,,,72.0
DRC,1,2010,427,0.196,-0.112,-336,92,-15.0,77.0,0.758,-0.257,-3,66,50,50,0.613,-0.464,,,,,,85.0
DRC,4,2009,481,0.858,0.046,-354,127,-23.0,103.0,5.604,-0.205,-2,94,93,93,47.308,-0.241,,,,,,
DRC,3,2009,460,0.613,-0.099,-308,152,-21.0,130.0,3.584,-0.169,-2,123,123,123,14.698,-0.149,,,,,,
DRC,2,2009,511,0.314,0.429,-339,172,-15.0,157.0,4.898,2.582,-3,144,144,144,8.804,3.656,,,,,,
DRC,1,2009,357,-0.001,0.379,-288,69,-26.0,44.0,0.608,1.792,-7,31,31,31,0.4,15.061,,,,,,67.0
DRC,4,2008,259,-0.173,-0.091,-230,29,-13.0,16.0,-0.422,-0.448,-14,2,2,2,-0.894,-0.753,,,,,,
DRC,3,2008,285,-0.067,-0.266,-242,43,-14.0,28.0,-0.01,0.069,-15,8,8,8,-0.626,-0.468,,,,,,
DRC,2,2008,389,0.255,0.087,-347,41,-15.0,27.0,0.182,-0.023,-10,15,15,15,-0.095,-0.335,,,,,,
DRC,1,2008,358,0.483,0.141,-319,39,-12.0,27.0,0.446,0.003,-7,22,22,22,0.416,0.213,,,,,,
DRC,4,2007,313,,0.024,-272,42,-15.0,27.0,,-0.055,-5,18,18,18,,-0.127,,,,,,
DRC,3,2007,306,,-0.013,-265,41,-13.0,29.0,,0.277,-6,21,21,21,,0.285,,,,,,
DRC,2,2007,310,,0.285,-278,32,-9.0,22.0,,0.195,-6,16,16,16,,0.041,,,,,,
DRC,1,2007,241,,,-215,26,-7.0,19.0,,,-5,16,16,16,,,,,,,,
DRC,4,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
DRC,3,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
DRC,2,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
DRC,1,2006,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
DRC,4,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
DRC,3,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
DRC,2,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
DRC,1,2005,0,,,0,0,0.0,0.0,,,0,0,0,0,,,,,,,,
FRT,3,2022,7709,0.544,0.241,-6513,1197,-1075.0,121.0,1.725,0.68,-60,106,85,85,0.782,0.811,,,,,,123.0
FRT,2,2022,6213,0.425,-0.202,-5270,943,-871.0,72.0,2.517,-0.651,-49,59,47,47,0.551,-0.716,,,,,,74.0
FRT,1,2022,7786,0.669,-0.082,-6553,1233,-1026.0,207.0,5.325,-0.479,-46,204,169,165,4.321,-0.509,,,,,,208.0
FRT,4,2021,8477,1.153,0.698,-7211,1266,-869.0,397.0,49.716,7.931,-40,417,335,335,57.172,6.065,,,,,,397.0
FRT,3,2021,4993,0.455,0.145,-4299,695,-650.0,44.0,,1.169,-37,61,47,47,,0.577,,,,,,47.0
FRT,2,2021,4359,0.36,-0.066,-3754,605,-584.0,21.0,5.022,-0.373,-35,37,30,30,,-0.027,,,,,,21.0
FRT,1,2021,4665,0.14,0.185,-4079,585,-553.0,33.0,-0.538,3.174,-20,39,31,31,-0.161,4.367,,,,,,33.0
FRT,4,2020,3937,-0.064,0.147,-3399,539,-531.0,8.0,,,-17,11,1,6,,,,,,,,8.0
FRT,3,2020,3432,-0.224,0.071,-2956,476,-481.0,-5.0,,,-21,-8,-7,0,,,,,,,,-4.0
FRT,2,2020,3204,-0.196,-0.217,-2741,463,-460.0,3.0,-0.974,-0.952,-33,-21,-20,-18,,,,,,,,4.0
FRT,1,2020,4093,0.019,-0.027,-3529,564,-493.0,71.0,-0.292,,-44,47,36,37,-0.427,,,,,,,71.0
FRT,4,2019,4207,-0.014,-0.049,-3696,511,-520.0,-9.0,,,-40,-14,-26,-20,,,,,,,,-9.0
FRT,3,2019,4424,0.245,0.11,-3870,555,-456.0,99.0,-0.04,-0.248,-35,91,72,73,-0.096,-0.246,,,,,,99.0
FRT,2,2019,3985,0.118,-0.008,-3441,544,-413.0,131.0,0.151,0.311,-30,120,94,97,0.173,0.506,,,,,,131.0
FRT,1,2019,4018,0.034,-0.058,-3538,479,-379.0,100.0,0.126,-0.356,-32,80,64,64,0.008,-0.465,,,,,,100.0
FRT,4,2018,4266,0.08,0.201,-3703,563,-408.0,155.0,0.134,0.512,-28,151,120,120,0.05,0.488,,,,,,155.0
FRT,3,2018,3553,,-0.003,-3058,495,-392.0,103.0,,-0.098,-23,101,81,81,,-0.021,,,,,,103.0
FRT,2,2018,3564,,-0.083,-3066,498,-384.0,114.0,,0.282,-22,103,83,83,,0.294,,,,,,114.0
FRT,1,2018,3884,0.165,-0.016,-3396,488,-400.0,89.0,0.437,-0.351,-22,80,64,64,0.318,-0.443,,,,,,89.0
FRT,4,2017,3949,,,-3395,554,-417.0,137.0,,,-12,144,115,115,,,,,,,,
FRT,1,2017,3333,,,-2920,413,-351.0,62.0,,,-29,61,48,48,,,,,,,,
VND,3,2022,1367,-0.16,-0.222,-884,482,-98.0,384.0,-0.541,-0.501,-218.0,52,42,42,-0.929,-0.907,,,,,,391.0
VND,2,2022,1757,0.556,-0.008,-872,885,-115.0,770.0,0.212,-0.293,-210.0,562,456,456,0.013,-0.401,,,,,,776.0
VND,1,2022,1771,0.628,-0.147,-608,1164,-75.0,1089.0,0.488,-0.1,-164.0,955,761,761,0.522,-0.092,,,,,,1095.0
VND,4,2021,2076,1.812,0.277,-771,1305,-96.0,1210.0,1.988,0.445,-139.0,1043,838,838,2.273,0.406,,,,,,1214.0
VND,3,2021,1626,2.13,0.44,-719,908,-70.0,837.0,1.152,0.318,-93.0,745,596,596,1.401,0.324,,,,,,843.0
VND,2,2021,1129,1.736,0.038,-451,678,-43.0,635.0,1.447,-0.132,-92.0,548,450,450,2.335,-0.1,,,,,,642.0
VND,1,2021,1088,1.445,0.474,-265,823,-91.0,732.0,3.065,0.808,-89.0,644,500,500,7.596,0.953,,,,,,737.0
VND,4,2020,738,0.791,0.421,-194,544,-139.0,405.0,0.301,0.041,-85.0,318,256,256,0.712,0.031,,,,,,
VND,3,2020,520,0.245,0.259,-56,463,-74.0,389.0,0.546,0.499,-84.0,305,248,248,1.226,0.839,,,,,,394.0
VND,2,2020,413,0.049,-0.073,-85,327,-68.0,260.0,0.744,0.442,-91.0,168,135,135,3.153,1.32,,,,,,264.0
VND,1,2020,445,0.387,0.08,-186,259,-79.0,180.0,-0.117,-0.422,-109.0,72,58,58,-0.346,-0.611,,,,,,185.0
VND,4,2019,412,0.207,-0.013,-16,396,-85.0,311.0,9.093,0.237,-120.0,192,149,149,2.454,0.341,,,,,,316.0
VND,3,2019,418,0.219,0.061,-97,321,-69.0,252.0,0.254,0.691,-112.0,139,111,111,0.056,2.432,,,,,,257.0
VND,2,2019,393,-0.032,0.226,-172,222,-73.0,149.0,-0.154,-0.27,-110.0,37,32,32,-0.62,-0.635,,,,,,154.0
VND,1,2019,321,-0.284,-0.06,-34,287,-83.0,204.0,-0.055,5.61,-94.0,112,89,89,-0.359,1.053,,,,,,209.0
VND,4,2018,342,-0.036,-0.003,-212,130,-99.0,31.0,-0.835,-0.846,-90.0,29,43,43,-0.608,-0.59,,,,,,37.0
VND,3,2018,342,0.163,-0.158,-66,276,-76.0,201.0,0.1,0.141,0.0,132,106,106,-0.067,0.234,,,,,,207.0
VND,2,2018,406,0.295,-0.093,-163,244,-68.0,176.0,0.041,-0.185,-72.0,104,86,86,0.162,-0.383,,,,,,181.0
VND,1,2018,448,0.734,0.264,-170,278,-63.0,216.0,0.288,0.154,-52.0,173,139,139,0.307,0.255,,,,,,220.0
VND,4,2017,354,1.157,0.204,-72,282,-95.0,187.0,3.3,0.025,-51.0,136,111,111,1.903,-0.023,,,,,,192.0
VND,3,2017,294,0.829,-0.062,-56,239,-56.0,182.0,1.985,0.08,-48.0,140,113,113,1.088,0.536,,,,,,185.0
VND,2,2017,314,0.35,0.215,-90,224,-55.0,169.0,0.318,0.009,-52.0,118,74,74,0.132,-0.306,,,,,,173.0
VND,1,2017,258,1.398,0.573,-37,221,-54.0,167.0,4.219,2.852,-45.0,131,106,106,2.738,1.788,,,,,,173.0
VND,4,2016,164,0.043,0.021,-53,111,-67.0,43.0,-0.42,-0.289,-28.0,51,38,38,-0.359,-0.297,,,,,,48.0
VND,3,2016,161,0.035,-0.308,-52,109,-48.0,61.0,0.055,-0.523,-40.0,67,54,54,0.173,-0.167,,,,,,66.0
VND,2,2016,233,1.008,1.158,-61,172,-44.0,128.0,1.84,2.995,-33.0,73,65,65,0.803,1.291,,,,,,133.0
VND,1,2016,108,0.023,-0.316,-30,78,-45.0,32.0,,-0.572,-18.0,36,28,28,-0.291,-0.522,,,,,,37.0
VND,4,2015,157,0.296,0.012,-31,126,-51.0,75.0,,0.295,,75,59,59,0.643,0.286,,,,,,92.0
VND,3,2015,156,0.362,0.343,-56,99,-42.0,58.0,,0.284,,58,46,46,0.063,0.28,,,,,,70.0
VND,2,2015,116,0.219,0.1,-33,83,-38.0,45.0,,,,45,36,36,0.15,-0.099,,,,,,49.0
VND,1,2015,105,0.007,-0.133,-24,82,,,,,,49,40,40,-0.135,0.109,,,,,,
VND,4,2014,121,0.681,0.063,-38,84,,,,,,45,36,36,4.332,-0.168,,,,,,
VND,3,2014,114,1.225,0.203,-29,85,,,,,,53,43,43,0.898,0.384,,,,,,
VND,2,2014,95,0.319,-0.092,-28,67,,,,,,35,31,31,-0.535,-0.323,,,,,,
VND,1,2014,105,0.678,0.447,-22,82,,,,,,59,46,46,0.699,5.836,,,,,,
VND,4,2013,72,0.678,0.407,-45,27,,,,,,1,7,7,-0.228,-0.704,,,,,,
VND,3,2013,51,0.021,-0.287,-3,49,,,,,,28,23,23,1.283,-0.661,,,,,,
VND,2,2013,72,-0.154,0.156,23,95,,,,,,77,67,67,1.275,1.474,,,,,,
VND,1,2013,62,-0.001,0.447,-17,45,,,,,,27,27,27,-0.103,2.107,,,,,,
VND,4,2012,43,-0.298,-0.143,-17,26,,,,,,9,9,9,,-0.124,,,,,,
VND,3,2012,50,-0.129,-0.409,-25,26,,,,,,10,10,10,-0.155,-0.662,,,,,,
VND,2,2012,85,0.138,0.364,-39,46,,,,,,30,30,30,,-0.024,,,,,,
VND,1,2012,62,-0.251,0.017,-16,46,,,,,,30,30,30,,,,,,,,
VND,4,2011,61,-0.333,0.062,-123,-62,,,,,,-79,-72,-72,,,,,,,,
VND,3,2011,58,-0.552,-0.227,-31,27,,,,,,12,12,12,-0.71,,,,,,,
VND,2,2011,75,-0.56,-0.102,-141,-66,,,,,,-96,-99,-99,,,,,,,,
VND,1,2011,83,-0.42,-0.095,-107,-24,,,,,,-42,-42,-42,,,,,,,,
VND,4,2010,92,0.025,-0.286,-191,-99,,,,,,-117,-117,-117,,,,,,,,
VND,3,2010,129,,-0.241,-56,73,,,,,,53,41,41,,-0.544,,,,,,
VND,2,2010,170,,0.182,-35,135,,,,,,117,90,90,,0.094,,,,,,
VND,1,2010,144,,0.599,-21,123,,,,,,109,82,82,,0.518,,,,,,
VND,4,2009,90,,,-8,82,,,,,,62,54,54,,,,,,,,
LPB,3,2022,3208,0.58,0.053,,,-1305.0,3457.0,0.542,-0.084,,1234,987,987,0.613,-0.312,-16,259,7,-918,2152,
LPB,2,2022,3045,0.397,0.059,,,-1342.0,3773.0,0.555,0.157,,1793,1435,1435,0.937,0.01,409,303,15,-637,2431,
LPB,1,2022,2876,0.402,0.044,,,-1153.0,3260.0,0.388,0.074,,1795,1421,1421,0.62,1.204,-24,217,191,-312,2107,
LPB,4,2021,2756,0.376,0.357,,,-1765.0,3035.0,0.18,0.354,,836,645,645,0.382,0.054,15,312,-48,-435,1270,
LPB,3,2021,2031,0.119,-0.068,,,-1204.0,2241.0,0.128,-0.076,,766,612,612,0.038,-0.174,12,155,43,-271,1037,
LPB,2,2021,2180,0.489,0.063,,,-1094.0,2425.0,0.413,0.032,,925,740,740,1.309,-0.156,-13,229,30,-406,1331,
LPB,1,2021,2051,0.427,0.024,,,-1027.0,2349.0,0.571,-0.086,,1112,877,877,0.806,0.88,127,162,9,-210,1322,
LPB,4,2020,2003,0.282,0.104,,,-1509.0,2572.0,0.454,0.294,,685,466,466,0.613,-0.208,231,270,67,-378,1063,
LPB,3,2020,1815,0.183,0.24,,,-1145.0,1987.0,0.222,0.158,,737,589,589,0.425,0.837,29,148,-4,-106,843,
LPB,2,2020,1464,-0.064,0.018,,,-1063.0,1717.0,-0.016,0.148,,401,321,321,-0.342,-0.34,30,113,110,-253,654,
LPB,1,2020,1438,0.026,-0.08,,,-929.0,1495.0,0.092,-0.155,,604,486,486,0.184,0.679,-57,97,17,37,566,
LPB,4,2019,1562,0.094,0.019,,,-1241.0,1769.0,0.258,0.088,,403,289,289,1.165,-0.3,-1,194,13,-125,528,
LPB,3,2019,1534,0.212,-0.019,,,-982.0,1626.0,0.236,-0.069,,519,413,413,0.476,-0.152,-11,95,7,-124,644,
LPB,2,2019,1563,0.388,0.116,,,-1085.0,1746.0,0.829,0.275,,605,487,487,4.38,0.188,-13,69,126,-56,661,
LPB,1,2019,1401,0.172,-0.019,,,-725.0,1370.0,0.138,-0.026,,511,410,410,-0.017,2.072,39,35,-105,-133,645,
LPB,4,2018,1429,0.079,0.128,,,-940.0,1406.0,0.042,0.069,,199,134,134,-0.449,-0.523,-27,69,-65,-267,465,
LPB,3,2018,1266,-0.07,0.124,,,-764.0,1315.0,0.042,0.378,,348,280,280,-0.332,2.091,65,42,-57,-204,552,
LPB,2,2018,1126,-0.121,-0.058,,,-709.0,954.0,-0.252,-0.207,,111,91,91,-0.745,-0.783,-143,22,-51,-135,246,
LPB,1,2018,1195,,-0.097,,,-635.0,1204.0,,-0.107,,507,417,417,,0.723,108,19,-118,-61,569,
LPB,4,2017,1324,,-0.028,,,-974.0,1349.0,,0.068,,334,242,242,,-0.422,68,24,-67,-40,375,
LPB,3,2017,1362,,0.063,,,-631.0,1262.0,,-0.011,,523,419,419,,0.178,1,24,-124,-108,631,
LPB,2,2017,1281,,,,,-702.0,1276.0,,,,441,356,356,,,237,8,-249,-133,574,
BCM,3,2022,2263,1.973,0.176,-1589,675,-283.0,392.0,1.145,-0.486,-140,311,259,203,3.185,-0.779,,,,,,439.0
BCM,2,2022,1925,0.137,0.343,-970,955,-192.0,764.0,0.624,0.4,-221,1079,979,919,0.903,1.164,,,,,,798.0
BCM,1,2022,1433,0.025,-0.539,-613,821,-275.0,545.0,0.531,-0.47,-266,468,391,425,-0.07,0.491,,,,,,589.0
BCM,4,2021,3111,0.238,3.087,-1632,1479,-451.0,1028.0,0.54,4.626,-347,473,331,285,-0.632,4.861,,,,,,1072.0
BCM,3,2021,761,-0.51,-0.55,-343,418,-235.0,183.0,-0.624,-0.611,-162,52,50,49,-0.917,-0.899,,,,,,233.0
BCM,2,2021,1693,-0.302,0.21,-945,748,-278.0,470.0,0.262,0.32,-159,568,520,483,0.677,0.058,,,,,,516.0
BCM,1,2021,1399,0.138,-0.443,-819,580,-224.0,356.0,0.119,-0.467,-153,508,468,457,0.47,-0.41,,,,,,402.0
BCM,4,2020,2513,-0.287,0.618,-1182,1331,-663.0,668.0,0.078,0.375,-138,993,867,774,-0.096,0.321,,,,,,728.0
BCM,3,2020,1554,0.117,-0.36,-828,726,-240.0,485.0,0.407,0.303,-146,690,631,586,0.191,1.033,,,,,,546.0
BCM,2,2020,2427,0.187,0.974,-1799,627,-255.0,373.0,-0.473,0.17,-128,369,319,288,-0.508,-0.073,,,,,,431.0
BCM,1,2020,1229,-0.081,-0.651,-665,564,-246.0,318.0,0.322,-0.486,-147,364,332,311,-0.48,-0.637,,,,,,376.0
BCM,4,2019,3524,1.513,1.533,-2121,1403,-783.0,620.0,-0.175,0.796,-124,1034,926,856,-0.007,0.741,,,,,,678.0
BCM,3,2019,1391,-0.332,-0.32,-762,629,-284.0,345.0,0.0,-0.512,-147,562,526,491,0.245,-0.16,,,,,,409.0
BCM,2,2019,2044,0.828,0.528,-1074,971,-264.0,707.0,0.63,1.933,-175,724,609,585,0.216,-0.021,,,,,,756.0
BCM,1,2019,1338,-0.298,-0.046,-846,492,-251.0,241.0,-0.478,-0.679,-181,700,613,598,0.308,-0.307,,,,,,295.0
BCM,4,2018,1402,,-0.326,-163,1239,-488.0,751.0,,1.177,-107,1061,940,862,,1.185,,,,,,802.0
BCM,3,2018,2081,,0.861,-1508,573,-228.0,345.0,,-0.204,-155,444,422,395,,-0.18,,,,,,391.0
BCM,2,2018,1118,,-0.413,-424,694,-261.0,433.0,,-0.062,-177,581,499,481,,0.054,,,,,,
BCM,1,2018,1907,,,-1249,658,-196.0,462.0,,,-168,504,484,457,,,,,,,,
HDB,3,2022,4485,0.356,-0.015,,,-2001.0,5394.0,0.456,-0.034,,2712,2169,2016,0.409,-0.03,76,693,140,-681,3393,
HDB,2,2022,4551,0.312,0.126,,,-2033.0,5582.0,0.312,0.09,,2776,2220,2079,0.34,0.084,91,835,104,-772,3548,
HDB,1,2022,4043,0.202,0.077,,,-1926.0,5122.0,0.229,0.106,,2528,2020,1918,0.227,0.273,372,608,99,-669,3197,
HDB,4,2021,3753,0.168,0.135,,,-1657.0,4630.0,0.168,0.249,,1985,1589,1507,0.424,0.053,119,741,16,-988,2973,
HDB,3,2021,3306,0.094,-0.047,,,-1412.0,3706.0,0.068,-0.129,,1891,1513,1431,0.311,-0.078,44,329,26,-403,2294,
HDB,2,2021,3469,0.28,0.031,,,-1683.0,4254.0,0.331,0.021,,2093,1671,1552,0.282,-0.007,153,544,88,-478,2571,
HDB,1,2021,3363,0.166,0.047,,,-1632.0,4168.0,0.323,0.051,,2100,1680,1563,0.759,0.477,441,313,52,-437,2537,
HDB,4,2020,3212,0.112,0.063,,,-1872.0,3965.0,0.186,0.143,,1437,1146,1058,-0.056,-0.03,173,321,259,-656,2093,
HDB,3,2020,3022,0.206,0.115,,,-1562.0,3469.0,0.208,0.085,,1474,1179,1091,0.214,-0.099,41,329,77,-432,1906,
HDB,2,2020,2710,0.166,-0.06,,,-1130.0,3195.0,0.18,0.014,,1657,1320,1211,0.54,0.362,142,213,131,-408,2065,
HDB,1,2020,2884,0.421,-0.002,,,-1608.0,3151.0,0.278,-0.058,,1251,1001,889,0.112,-0.207,56,158,53,-292,1543,
HDB,4,2019,2888,0.336,0.153,,,-1366.0,3344.0,0.258,0.165,,1570,1256,1121,0.438,0.247,97,161,198,-407,1977,
HDB,3,2019,2505,0.416,0.078,,,-1284.0,2871.0,0.357,0.06,,1238,989,899,0.585,0.143,89,149,128,-349,1587,
HDB,2,2019,2324,0.233,0.145,,,-1293.0,2708.0,0.145,0.098,,1109,896,786,0.065,-0.016,139,144,101,-306,1415,
